,customer_number,principal_amount,outstanding_amount,outstanding_ratio,dpd,is_delinquent,avg_bill_gap,late_ratio,paid_ratio,marital_status,age_group
3838,502181cceebf70b59d81c0e9592c5c4e49d817cc0aa538505ba7d9973e79a250,6000000.0,2520000.0,0.42,0,0,-7.86,0.08,1.0,MARRIED,mature
3839,502ea6035698da27453710ddaa457f01a0ec568f3e47226ef66b180702288c78,7000000.0,3080000.0,0.44,5,0,-0.22,0.1,0.56,MARRIED,adult
3840,503c05480398395e8f2c4ca748c87fa66892573c7f6d28f06a267c0208fbe36d,4000000.0,1920000.0,0.48,0,0,-0.82,0.04,0.84,MARRIED,mature
3841,5045167b2198ad4930e60558e5a7fbf0257443568e24ffda2461fc1ef9daf96a,6000000.0,2880000.0,0.48,0,0,-6.92,0.1,1.0,MARRIED,adult
3842,50464cb153043b145e51f6cbf4a9ed4028be3708fe087612eb2bea455b98ddb2,5000000.0,2400000.0,0.48,0,0,2.9,0.2,0.612490650710546,MARRIED,senior
3843,50479b56246847c765b79c1da12b4fa79491b2866fe0502bc45b0dc27e884019,5000000.0,2700000.0,0.54,12,0,1.68,0.34,0.46,MARRIED,senior
3844,50529400df14ace15068ab0afa3be1c8d8ede74a0889dacdfcfc73455573c20f,5000000.0,2000000.0,0.4,0,0,-11.52,0.08,1.0,MARRIED,adult
3845,506287754bf4a24c0498e2ba7742fec4c1155b99931f225f7d3d878a539d6d95,5000000.0,2300000.0,0.46,0,0,-11.1,0.12,1.0,MARRIED,mature
3846,507403ef9ec09b7eb810d1c13b5b122cd99e06c2306035befdfccb16829a9ed1,5000000.0,2400000.0,0.48,0,0,-10.96,0.12,1.0,MARRIED,young
3847,5074484d687c0b222349c78b0a6bfb8107edb92d13a4d54a6f3368809e6d31c4,7000000.0,3080000.0,0.44,0,0,-9.3,0.14,1.0,MARRIED,senior
3848,507473c58fefab60d1cee706af2f4852dd9d1d51bbda627337d51d79a0e7b6cb,5000000.0,2400000.0,0.48,0,0,-11.96,0.04,1.0,WIDOWED,mature
3849,5074b1d73c185b931d01a0cb775f33fcc7a313ce15b155757145b63c7bec166b,5000000.0,2400000.0,0.48,0,0,-7.8,0.64,1.0,MARRIED,mature
3850,5077106c6b351cb2bc8bad98a85481e67ceab07db8a93b2482abc4850bb0027b,5000000.0,3100000.0,0.62,47,1,8.58,0.26,0.4,MARRIED,senior
3851,50804bc7a7579bbeaf58718d2981ce3d58663fe9eb2614cc175c5e30a516f365,5000000.0,2900000.0,0.58,40,1,0.8,0.14,0.42,MARRIED,senior
3852,50839eb0512967dca1a5897f455fed9613f1f33405a4e9b2c20238c2fe10b241,5000000.0,2300000.0,0.46,0,0,-2.02,0.1,0.88,MARRIED,mature
3853,508b9bfc398f862e449180b9a1b58e55dd3619f575a2136660f423f0db695e50,6000000.0,2760000.0,0.46,0,0,-11.02,0.42,1.0,MARRIED,mature
3854,5095aaffec4b353603e77ded68614b897bdd9482ceff591c10ee4ce2498d7266,8000000.0,3680000.0,0.46,0,0,-10.8,0.14,1.0,MARRIED,adult
3855,5096e70aa1210f5b2b2adeae2f9aa4187a1ecb8b2f66764ee8ea5eb51ffbb72c,4000000.0,2400000.0,0.6,61,1,-3.86,0.06,0.4,MARRIED,mature
3856,50984fb5c4a34de31ce2072ec60579deb54e4ba204c07d3b214e19d9ee1965ab,9000000.0,4125000.0,0.4583333333333333,0,0,-0.6458333333333334,0.0208333333333333,0.8958333333333334,MARRIED,mature
3857,509c5cfed72146d2f138bfee978b50a458030d980b89d4f4bf28b4def4711806,5000000.0,2300000.0,0.46,0,0,-27.72,0.08,1.0,MARRIED,mature
3858,509e05e1df840d314225ff1af7789ccde9fe0cfa65f2329e7b63d766be4ab2e2,5000000.0,2000000.0,0.4,0,0,-5.38,0.08,1.0,MARRIED,mature
3859,50a15802a9ab418a5f29cf03ba755036fc7fcd1d57bb15dafec92dae2cb6cf09,8000000.0,3840000.0,0.48,0,0,0.98,0.5,0.76,MARRIED,mature
3860,50a6da8e02404d24fea5453cdcfb6a340a056b073718a85eeb6348a4bc742280,5000000.0,3800000.0,0.76,103,1,0.26,0.12,0.24,MARRIED,adult
3861,50a98b13f34aeaea88d4f2c702a303fa6c4c5cc7819cd47ea7389218e709f80b,6000000.0,3600000.0,0.6,47,1,-0.24,0.1,0.4,MARRIED,adult
3862,50b3a984208309888318595a6ea76b24d5d2f72638215fb30282843d68efef23,5000000.0,2100000.0,0.42,0,0,-9.26,0.14,1.0,MARRIED,mature
3863,50bf725c30190dad0c99c4669bd013b4676f9b5279d1c962e3db66163a446e67,6500000.0,2860000.0,0.44,0,0,-5.94,0.66,1.0,MARRIED,mature
3864,50c7bf9823535fb008a6f23cc34402cf5ff6252e4b20e2c9dcf8c4ef8689a887,7000000.0,3080000.0,0.44,0,0,-11.82,0.04,1.0,MARRIED,adult
3865,50cbc6b5da9d8ef1e51d87251faca691bd94b44cd46dd1873a91ed6bac8266b5,5000000.0,2000000.0,0.4,0,0,-10.56,0.18,1.0,WIDOWED,mature
3866,50ccfc828109165cf153d3fe210629fcc5315fa75a4829dd5eb39d3d68c5c577,6000000.0,3240000.0,0.54,19,0,0.64,0.14,0.4999252801992528,MARRIED,senior
3867,50ceff80ff430607d7c2a630d635c1592a218ba318fcdb288b55942d3120a94b,4000000.0,960000.0,0.24,0,0,-15.68,0.26,0.92,MARRIED,mature
3868,50e01c2283fd48be029030b2e15f791ce458005a7512fdde06c73c2658603282,5000000.0,2400000.0,0.48,0,0,-8.0,0.06,1.0,MARRIED,senior
3869,50e16dc6cc36840dd75bcd14fdc0915968ec1566e83aeff67154684c1252efa1,8000000.0,3360000.0,0.42,0,0,-10.64,0.12,1.0,MARRIED,senior
3870,50e5ca1adfaf06a047964ac611e662c56b31e541be3d2acb803cddbf101fa1a7,5000000.0,2300000.0,0.46,0,0,0.18,0.08,0.88,MARRIED,adult
3871,50e9b62cdc890049049e019df83574b605e1c26271f4081a6563d6578ca604df,5000000.0,2000000.0,0.4,0,0,-14.6,0.06,1.0,MARRIED,adult
3872,50ec8cdde5b506dc351e9bee7db2c009f72c8c07bfa138ccafa64fea2c59bdc1,5000000.0,2300000.0,0.46,0,0,-1.66,0.08,0.88,MARRIED,mature
3873,50f0639d916590cd999348edf84428dd572b670bebde2d84ecbf69a6a16e31d7,5000000.0,2400000.0,0.48,0,0,0.52,0.5,0.62,MARRIED,adult
3874,50f44f5500fb08d782eaf37788580b59537e080e41c164993fcb399c0f8b3cb1,7000000.0,2800000.0,0.4,0,0,-8.8,0.1,1.0,MARRIED,senior
3875,50f545126e697f83be9f775af32156fe0a5f558d887d8224ad5f6b4eeaa93276,4000000.0,880000.0,0.22,0,0,-8.68,0.08,0.88,WIDOWED,senior
3876,50f70533bf54eb438a8616cee7edfbbb1d42b7b4b591d517061de03640ac926f,5000000.0,2400000.0,0.48,0,0,1.48,0.78,0.86,MARRIED,senior
3877,50f83978ff0f5332e858d1b48a612a6795282a1ffaeebe67e4f1d7a8908905d1,5000000.0,3000000.0,0.6,33,1,0.2,0.1,0.4,MARRIED,mature
3878,50f87a4312985a77b6d701d65f8a0ef79ba0b84d88bf820c817eec455c7809ee,8000000.0,3840000.0,0.48,0,0,-1.48,0.14,0.7094562647754137,MARRIED,mature
3879,50f8a6256b3e0edb0aceb9814fbf5a26efcefcfa5cb67601842aa3c9f7e3599e,5000000.0,2200000.0,0.44,0,0,-15.92,0.06,1.0,MARRIED,adult
3880,5108a679e871a889bb604b18cbd691bfcce43e528555e3c1f28f1f5c6837bad6,6000000.0,2760000.0,0.46,0,0,-12.34,0.08,1.0,MARRIED,mature
3881,510d766cf8eced9e9d6b9112746133b35cdf7220721f385118ba36051e081778,6000000.0,2520000.0,0.42,0,0,-0.08,0.2,0.92,MARRIED,senior
3882,510ffc0a718ce4809a3af2c142b931bcb156de310b70f124193b0e217716e59d,5000000.0,2100000.0,0.42,0,0,-8.04,0.66,1.0,MARRIED,young
3883,5116c88f31aa27c29636c46535262434aa3abc003f2682093501a339939c41a7,16000000.0,0.0,0.0,0,0,-95.25,0.0,1.0,MARRIED,mature
3884,5119426c081df8209d1f135af2fc585507c204bdd0129e8335331666db42113b,5000000.0,2400000.0,0.48,0,0,-0.28,0.1,0.86,MARRIED,adult
3885,511a25afb6cb0673a175d908d793d410fd7e86da835fac67471ae93ca401140d,5000000.0,2200000.0,0.44,0,0,0.72,0.64,0.76,MARRIED,adult
3886,512b12e0aed66456c50b1601c2b39c016fad609d57e0cf1edb608b6e93a4cb9e,5000000.0,2400000.0,0.48,0,0,-11.18,0.12,1.0,WIDOWED,mature
3887,512fda9a0436389f43896639c0c0ba5e952144a6d6c1ba5e513a12da9f7859d4,6000000.0,3000000.0,0.5,5,0,0.08,0.22,0.5,MARRIED,mature
3888,513103744890a1ca717d82a2a9ff7bcb4246177702e55ae99dda7cce125c4a37,5000000.0,2300000.0,0.46,0,0,-0.46,0.1,0.56,MARRIED,adult
3889,5132b6068235953c9fbf882676269ac67b6dc2de3ea8d5e9481a1b7ca3012379,5000000.0,2100000.0,0.42,0,0,-10.08,0.24,1.0,MARRIED,mature
3890,513c2a9b4a19793aef677c05072fcf9491b1a160a91122d8d9229038b4782442,7000000.0,3306500.0,0.4723571428571428,0,0,-2.78,0.08,0.552171581769437,MARRIED,mature
3891,5144dd501610f90b79985e41b8c46b2d5705478050152f9bdec75b7283801bda,7000000.0,3220000.0,0.46,0,0,0.32,0.66,0.9,MARRIED,mature
3892,514ec0ea7038dd37e98b0dd4b7d9af4b2e218c59c1561d5484ff9e8778e4b255,6000000.0,2640000.0,0.44,0,0,-9.46,0.12,1.0,MARRIED,mature
3893,514ffa87c17e49f889f065f0185f76acf47fd28670b6bcf09c9ad7280ba56b75,5000000.0,2200000.0,0.44,0,0,-6.12,0.16,1.0,MARRIED,mature
3894,515b69f8abda9e7a67daa2317651f4acec3965c0620fe6ecf6c60b57e4b73eae,11000000.0,5060000.0,0.46,0,0,-0.34,0.24,0.88,MARRIED,mature
3895,516416680aa16f77e2bb528f394bdf9e798ce9371f0630ce6456a25c75e33aa4,5000000.0,2200000.0,0.44,0,0,-8.38,0.62,1.0,MARRIED,senior
3896,517ba98619e13cb94397a704f7c2a128d3321f8bffc582605edf4279c4d7c8f0,5000000.0,2200000.0,0.44,0,0,-0.72,0.12,0.9,WIDOWED,adult
3897,517ff7b880ac1b05b8262fbb517056c77f1d397493a107150952a77976f548d1,9000000.0,4320000.0,0.48,0,0,-9.16,0.44,1.0,MARRIED,senior
3898,5181e950899a3217bcd4d0a6bf15b511c538601fd94bd0ab044f68e5170fb4cf,9000000.0,4320000.0,0.48,0,0,3.18,0.18,0.607584480600751,MARRIED,adult
3899,518c3199c99a73fd7d9a893af7dabf26e94377f7c0c65dfbe5671e37c4a04b34,5000000.0,3800000.0,0.76,117,1,-0.3,0.06,0.24,MARRIED,young
3900,518ea4a93f85d724440549d9cdcab3db1667002180562cd1e05d2a4806b16a74,7000000.0,4900000.0,0.7,89,1,-0.14,0.14,0.3,MARRIED,mature
3901,519029416ba10d58925a3f7c45d0df5c6238868546ab69c6b631aedde5bc85a4,8000000.0,5600000.0,0.7,75,1,-1.18,0.1,0.3,MARRIED,mature
3902,51983bb206847428d16db587de90ad8d04e9884b58cfe2449cc8f559c9c02c69,5000000.0,2200000.0,0.44,0,0,-5.14,0.1,0.9,MARRIED,mature
3903,519c5ce04ae53613e6eb3a1a0a4ce7042ba0355ca94159bc8aafd1e5b724af1d,5000000.0,2300000.0,0.46,0,0,-7.36,0.06,0.88,MARRIED,mature
3904,51a0c6ea3c49f67c6bbe4f6651f519f1f786d984ac05121f010ad8527b8fa3b2,5000000.0,2100000.0,0.42,0,0,-9.76,0.1,1.0,MARRIED,mature
3905,51a3b6e30c1b08041921afc7c125ed918031b14d5f93144c61f9246ee5c0562c,11000000.0,4162978.0,0.3784525454545454,0,0,-0.625,0.1041666666666666,0.9584470281172144,MARRIED,senior
3906,51ad1e8a28616eb981e8bb5c815d6b612b94193daaf7e8d5835a4d995b2a1590,6000000.0,2640000.0,0.44,0,0,-6.96,0.14,1.0,MARRIED,mature
3907,51bb0252cc420dc2679248f8a96f154a38092eb562047be7b55e077f4ad4a19d,6000000.0,2760000.0,0.46,0,0,-10.12,0.08,1.0,MARRIED,mature
3908,51c117267c36dc1d587069351fd6132328c83af6a3f0d1746493cf91e74a3914,6000000.0,2760000.0,0.46,12,0,-0.8,0.1,0.54,MARRIED,senior
3909,51ce4aec33157ce226fdf86e4b05fd6573572137db1537ef2bd6bcd1cddb1e1d,6000000.0,2640000.0,0.44,0,0,-13.5,0.1,1.0,MARRIED,mature
3910,51d8da5ba88a9cb6399a16b8ebd37c7fe00451a654f93466ad8b420a3ad49b4c,5000000.0,2300000.0,0.46,0,0,-7.38,0.06,0.88,MARRIED,adult
3911,51db3ebee91527eebf6ec5c51ed4c9d1675cfc6aade6c275dabec2ba1eac71d3,7000000.0,3220000.0,0.46,0,0,-3.52,0.38,1.0,MARRIED,young
3912,51dd1b9906721a83bb80d184faed84a891622c159e812c99946a093d30fb3260,6000000.0,4320000.0,0.72,89,1,-0.02,0.1,0.28,MARRIED,mature
3913,51e596570c05aabf6932018310f0a0630f595005ad2ae54d8438d2d232b6d6fc,4000000.0,1920000.0,0.48,0,0,-0.08,0.36,0.86,MARRIED,mature
3914,51ebf39382d2cec1269759e0d6ff11f0f63ce50a7095cab35f77cef0cb37e07e,5000000.0,2300000.0,0.46,0,0,-6.42,0.12,1.0,WIDOWED,senior
3915,51eef6e004a5dc3d0f1877f12924aabc00b0bf0bc2397813fc123f4f6815447b,5000000.0,2300000.0,0.46,0,0,-0.96,0.08,0.88,MARRIED,senior
3916,51f0e6669634554d7b2f9ad27ec4ea5b53f9db31bc7a82e4a95451ca454b7640,5000000.0,2200000.0,0.44,0,0,-11.1,0.1,1.0,MARRIED,mature
3917,51f14642e65dd35eeebcd76f1f166cbbb658eeb8890fa33675738a5019ecccad,7000000.0,3678996.0,0.5255708571428571,42,1,2.6041666666666665,0.1875,0.4755838375108038,MARRIED,young
3918,51f28371a9108d3bdb5509b98d18f2866ebb35e9a60318132113047e11a80ea8,5000000.0,2200000.0,0.44,0,0,-10.38,0.1,1.0,MARRIED,senior
3919,51f7f89ffc5e456ee21551ff0cd5fca114731e209101605eacce5ede2575bb76,10000000.0,7400000.0,0.74,103,1,2.62,0.16,0.2634283483014447,MARRIED,senior
3920,5201cf13f0b1ccaa7267509353d9e220d45459d127b7c43df27d712ceaa19f19,5000000.0,2300000.0,0.46,0,0,-11.18,0.06,1.0,MARRIED,mature
3921,52088e13cb4390685c508bd665a70bc757addef654ead4a3cc2bacdf8869254e,7000000.0,3360000.0,0.48,0,0,-11.58,0.1,1.0,MARRIED,mature
3922,5208e4b91397d1d79b583fb26efacbaf08fee3735939d171c8b4752b8004fbba,9000000.0,4320000.0,0.48,0,0,-3.92,0.08,1.0,MARRIED,mature
3923,52165aaa572202d080b84a59c6150fda15649e264f68020e4e548054fece092a,5000000.0,2300000.0,0.46,0,0,-10.14,0.12,1.0,MARRIED,mature
3924,521f838ab695989fc03350603818ac8e9ac4419de6786dbbec80f92ba9ebefc7,5000000.0,2200000.0,0.44,0,0,-10.14,0.1,1.0,MARRIED,mature
3925,522d657eeb08c5ca2b893a5a25c26ce3e8036aac06934c04904094a5b12eb7f4,5000000.0,2300000.0,0.46,0,0,-8.46,0.08,1.0,MARRIED,senior
3926,523390e28ec317fc32f4cd05bcc62df788a1cd9f09b4fcb7bdc0282ca32e0b88,4000000.0,1760000.0,0.44,0,0,2.66,0.44,0.7185046728971962,MARRIED,mature
3927,5235ccc1bc21c45287ebe73a593e55b1d48d5fdd4e5e713d75b1ca1a2f865359,4000000.0,1760000.0,0.44,0,0,-9.82,0.26,1.0,MARRIED,mature
3928,523a1c739505af5388a72fbb44e801dedfd921b886d3392eca9855a7aa702f70,5000000.0,2600000.0,0.52,5,0,1.48,0.38,0.54,MARRIED,senior
3929,523f00a8fef28330762981ff855b0892235d8d439f825cfc9871440178601b42,6000000.0,3000000.0,0.5,0,0,-7.3,0.24,1.0,MARRIED,senior
3930,524a87353c7447fe47edc571666ba725472134d56612a05c955f1f272081b9f4,8000000.0,3360000.0,0.42,0,0,-2.86,0.12,0.6,MARRIED,senior
3931,524ffeab17710ab9250d55c7668ebf7140ddeb1606d22eef576f2dec3009495c,7000000.0,4900000.0,0.7,82,1,-0.22,0.06,0.3,MARRIED,adult
3932,525075ee9ca87a9a3490baf8af44c3fc54e63df9470301d43eb6081c602e6f8c,5000000.0,2300000.0,0.46,0,0,-0.16,0.2,0.86,MARRIED,adult
3933,526143f0bfdafa52e88d68656ad6ff5497f4c6553efc3721d7400119281b6eae,5000000.0,2200000.0,0.44,0,0,-0.72,0.14,0.9,WIDOWED,senior
3934,5279660d072dd0d69da0ed9985bd2c0210d7a8c24a552562b4afea412662ad9b,5000000.0,2300000.0,0.46,0,0,-0.72,0.1,0.88,MARRIED,mature
3935,527b18f960c5ba9322f6767e2666accfae800fa08730b22de8e8516b96d95c34,6000000.0,2760000.0,0.46,0,0,-10.86,0.1,1.0,MARRIED,mature
3936,52860ffdd8016dd7b7d554c569f0f46fe1551b8772d46d9c75847d446fe26c60,7500000.0,3300000.0,0.44,0,0,-0.2,0.18,0.9,WIDOWED,mature
3937,528a97ad61d7f82a5efda55c5feff92893ae33e76551b3ba7bb02bc47efdf3d9,5000000.0,2200000.0,0.44,0,0,-0.9,0.1,0.9,MARRIED,mature
3938,52a17c2eb65b5e6916aa0d9bfa73776a9172d062564d0a73edf09b2f253f5b7c,6000000.0,2640000.0,0.44,0,0,-1.34,0.76,1.0,MARRIED,adult
3939,52b599d6316a5969b8d96d2fd7291bd1079a5644eff123beed82fb72f7133da7,10000000.0,4600000.0,0.46,0,0,-6.62,0.14,1.0,MARRIED,senior
3940,52bb85fb3f9832e51b88cdd99ed08ab2e655e048f9a918393a08a27ead736a94,5000000.0,2300000.0,0.46,0,0,-10.3,0.08,1.0,MARRIED,mature
3941,52bebe1c1352c54d2c44ccd52602cf1c28e595ed02382b3d1de218fae03b5e75,5000000.0,2500000.0,0.5,0,0,-0.56,0.04,0.84,MARRIED,young
3942,52c2108f4e09b6db9c9f98be126877ac6ca5eadcc23715344622055ea3672971,8000000.0,3360000.0,0.42,0,0,-3.24,0.04,0.62,MARRIED,mature
3943,52c231fb4af8e86eebbd012c067c94e10ab02a5dea2ceb97dcdce10fe30762e7,5000000.0,2400000.0,0.48,0,0,-0.44,0.18,0.88,MARRIED,adult
3944,52cacc9fc04c488a8d572644c78380f52bdd0cf6f1175f33634d32a3d2d0bf2d,5000000.0,2300000.0,0.46,0,0,0.94,0.14,0.6430815258040389,MARRIED,senior
3945,52d410639ee6be17c1a2b95c67e8bde53dcdcae861d65f1c5d24f88923f123e2,5000000.0,2200000.0,0.44,0,0,-2.82,0.12,0.84,MARRIED,senior
3946,52d6fba1f66477e949ee4ccdf2fc6f4aa2aa277c83594544d4f96eb30c58a77c,7000000.0,2800000.0,0.4,0,0,-4.26,0.02,0.94,MARRIED,senior
3947,52da89645ff1173bb1dc897a21b436c6ed2d951b016640ead958d61dbcea836d,5000000.0,2500000.0,0.5,0,0,0.9,0.42,0.54,MARRIED,mature
3948,52e12ea3ca6f4ee2aaaa818f5333f40c262b3c67622ea14a8529224de3199baa,4000000.0,1600000.0,0.4,0,0,-4.04,0.06,0.94,MARRIED,senior
3949,52e257d3575eb59df8f0084fed43b34f7c75581588237543a0be454807257c20,4000000.0,1760000.0,0.44,0,0,-0.62,0.12,0.88,MARRIED,senior
3950,52e473d77b27f54d1d9c3072dbeb8fdd32353ffb6bf8f4ff8cc18cdd2f75268a,12000000.0,5520000.0,0.46,0,0,-12.4,0.08,1.0,MARRIED,mature
3951,52e50657a9d3e48aa66e1e77bbc16d3c3d4e48e0363247fb49dcb69956831f7d,5000000.0,2200000.0,0.44,0,0,-1.36,0.14,0.9,MARRIED,mature
3952,52ea1ed7857f5c3847cf81c52280714dd6f8a8e6cb60126f2c8054a14388ef4a,10000000.0,5600000.0,0.56,26,0,0.18,0.16,0.44,MARRIED,mature
3953,52ed218b68787d2d9fcdc60f3c6102bf47ecfc49ce627d37c6404c5e17842c5d,5000000.0,2000000.0,0.4,0,0,-0.28,0.44,0.92,MARRIED,adult
3954,52ee73f7ba7e509603102b40e6925ad8f9bb4c9961038ce72b0c00cedeffc54b,8000000.0,3520000.0,0.44,0,0,-9.48,0.64,1.0,MARRIED,senior
3955,52eef8348141ac21037aecad9bee2965e367f86a31e753de973fae013b377981,6000000.0,2520000.0,0.42,0,0,-14.82,0.1,1.0,MARRIED,senior
3956,52f2a852bb6ba89e93aa9152aa5f79c5e2ea75d20384a4b11bf6ae7fec0dd681,7000000.0,3220000.0,0.46,0,0,-0.72,0.42,0.58,MARRIED,young
3957,52fa06141527f0c9550b0ed2fb100a5072bd09d9157da7401ec9a6ca20b51c0c,5000000.0,2500000.0,0.5,0,0,0.68,0.42,0.54,MARRIED,mature
3958,52fcde6fe389b6e10d63156b2870647d9afa8d9c7e4041f02b8753e97d8d5577,5000000.0,2400000.0,0.48,0,0,0.48,0.28,0.52,MARRIED,mature
3959,52ff853a4fce35555b98d7f0036dd96e280156cce62b278dbbb5620b4c04b471,4000000.0,1680000.0,0.42,0,0,-5.68,0.1,0.92,MARRIED,mature
3960,5304bd81668f4d04fed948b80640992f9e0392a01d6e2e9506c4f854968ec07c,5000000.0,2200000.0,0.44,0,0,-8.36,0.1,1.0,MARRIED,senior
3961,530835f8e6558157d9b237f03bbe2d60b1271e663b427420ca3d04ccfcaf5ce6,5000000.0,2300000.0,0.46,0,0,-0.78,0.12,0.88,MARRIED,adult
3962,530cab447cc01023e246a106edad1104872319c1be20798a84162dabf2e1a3ba,5000000.0,2129700.0,0.42594,0,0,-8.5,0.14,1.0,MARRIED,mature
3963,5316fa438b15872e5f9c0b5949e97c90ef68635cdfab8728d5b7c8c0924e3ced,7000000.0,2940000.0,0.42,0,0,-4.6,0.08,1.0,MARRIED,young
3964,53220fe87fc1ae242a548922ea3e650a4039deb93661c6ed30f89b9b85608022,6500000.0,2600000.0,0.4,0,0,-4.12,0.1,0.94,MARRIED,mature
3965,5328a9df86fe3903ce799ce85d61c3f452c2bce5e58057bdd07fe64867e90cd6,7000000.0,4802000.0,0.686,93,1,36.47916666666666,0.4583333333333333,0.5602860847018151,WIDOWED,adult
3966,532964ab18949cdde045820d0555056bd9569701e20acd381c1b10a38a86dec3,5000000.0,2194500.0,0.4389,0,0,-0.46,0.24,0.56,MARRIED,mature
3967,5339d89664384a8111c355b6fc935921ee7d0de47eb764e12b2f126b8fc76abe,5000000.0,2200000.0,0.44,0,0,-6.4,0.64,1.0,WIDOWED,mature
3968,533a4e1f3fa91d1579b4a969135da47898f4e7afd595954a37a2f02213a35c92,6000000.0,2760000.0,0.46,0,0,-8.56,0.08,1.0,MARRIED,mature
3969,533e6f158054b1ec21d3c9ca29c5705a98981f89ffe7ef6f49928e0fa5e53c76,5000000.0,2400000.0,0.48,0,0,-10.62,0.1,1.0,MARRIED,adult
3970,534d67286e0fa4b82677dd36e192619e7d020468ef38856dad09619096770052,7000000.0,3360000.0,0.48,0,0,-11.22,0.08,1.0,MARRIED,adult
3971,535490844df1a92bb9c5a28cb6c9dfb0fe24046e08155cec0c4995c9b9df93c6,8000000.0,3520000.0,0.44,0,0,-11.02,0.12,1.0,MARRIED,senior
3972,53552e18a5a7fca1576b66e85459d18847c99758909c9041ecf2cc2102dbca10,8000000.0,3680000.0,0.46,0,0,-10.56,0.14,1.0,MARRIED,mature
3973,5356103c3350f68c458cbfd70d70b788754dcfbe53083dbe8828ac2f0a271659,5000000.0,2100000.0,0.42,0,0,-6.38,0.12,1.0,MARRIED,senior
3974,535c0c306500554fff478af451fa50fda0840add9c9275496e5210f54a3afe70,7000000.0,4665600.0,0.6665142857142857,76,1,25.52083333333333,0.3125,0.5005948573898013,MARRIED,senior
3975,535e902ae07a54a0a86f490b023f18b017f68fdf9665892924475c1413849d34,5000000.0,2100000.0,0.42,0,0,-2.48,0.42,0.94,MARRIED,mature
3976,5363a178c615faafc051dcea4b60a750bc5448cbfbe7ad2658320d4a3d496c54,5000000.0,2100000.0,0.42,0,0,-3.16,0.14,0.92,MARRIED,senior
3977,5365c7a9f99146793610fdb4c349b8b947ddf9a42d4ed911340c2b63356c8f52,4000000.0,1840000.0,0.46,0,0,-4.02,0.2,1.0,MARRIED,mature
3978,536ae7787159e0ee869880afb4d7c234dfab79a1a9581cc471f70d52637a8d42,4000000.0,1680000.0,0.42,0,0,-9.78,0.12,1.0,MARRIED,mature
3979,536c5c9a21bd4a74bc1c3d3a8d80a61b7aba1f4e209dd6cd914bbe74ee01a372,5000000.0,2000000.0,0.4,0,0,-11.58,0.1,1.0,MARRIED,mature
3980,536c6141cb529d69ef327414200e0bcbe2c9f50928f52ff805a22d40f97efbc7,5000000.0,2200000.0,0.44,0,0,0.1,0.18,0.9,MARRIED,mature
3981,5380b9013717c49952d36166bdcda2c8ded5ede05107f014739aa1a7f993de41,6000000.0,2760000.0,0.46,0,0,-5.04,0.2,1.0,MARRIED,adult
3982,538156f38aa11f7b58e258fcf3a9e13beeb505c424bfb82e41b1591663eaeec4,5000000.0,2200000.0,0.44,0,0,-10.34,0.12,1.0,MARRIED,mature
3983,53818b36304b67a67d3b31a420cb0cbd35d88f0078cf021817590ca580187cbe,5000000.0,2171500.0,0.4343,5,0,6.52,0.5,0.7641884816753927,MARRIED,mature
3984,538d7714fdfe9ce53df2fd94bbc92a950b0d7023febb535afc532c7235a9a5bf,5000000.0,2300000.0,0.46,0,0,-10.34,0.12,1.0,MARRIED,adult
3985,5392c4285fc8a33f33f258b2a2aa97f2068c2286d78fe425529e2f4e2c902eb9,5000000.0,3696100.0,0.73922,89,1,2.72,0.18,0.2656245325355273,MARRIED,senior
3986,539b5deb21d1c40a69db2162081dc0aab17fd13243e5e6a850c5dd64b401b0e9,5000000.0,3900000.0,0.78,110,1,0.2,0.1,0.22,MARRIED,adult
3987,539c1ec7c6b7df5c2942ccbd313d83de335f5b8e441ee0d2f32a4d2bce1fb0ed,5000000.0,2400000.0,0.48,0,0,-9.14,0.12,1.0,MARRIED,adult
3988,539ea424417fe8fa64e52aaeab7d1dd17442e349462a68a4311188b6f1e1e104,4000000.0,2080000.0,0.52,12,0,-1.98,0.06,0.48,MARRIED,mature
3989,53a5e3ba5dace757e29463cef982c7c86462f986d177396534cde8eadd44f60e,5000000.0,2100000.0,0.42,0,0,-9.1,0.46,1.0,MARRIED,senior
3990,53a9396f566c4647f6b341ba91409595715d845448bdc07c8a65582a00d5e154,5000000.0,2200000.0,0.44,0,0,-4.22,0.18,1.0,MARRIED,mature
3991,53b5cd61f08281d80bbc3411477e5f943940427ac9c98714453adacea90d80bd,4000000.0,1840000.0,0.46,0,0,-9.44,0.1,1.0,MARRIED,young
3992,53b617b169aede622eccc698ea4289c1115a825980aca1c4f23d1e3e8643d43c,5000000.0,2200000.0,0.44,0,0,-10.22,0.14,1.0,MARRIED,adult
3993,53b62c0d06595dbd0ed86e6315705be19d895250f0b188f74dde09bfa68ae489,5000000.0,3500000.0,0.7,75,1,13.88,0.24,0.38,MARRIED,adult
3994,53bb39fa81e8cb597a4b6c34281cd2897d26817c898d3b21ff9731163bef3364,9000000.0,3600000.0,0.4,0,0,-13.88,0.08,1.0,MARRIED,adult
3995,53c67260d5db1bd19c9e56397073f0639c9dfd70010986a82cab5ecb6dad7c67,5000000.0,2400000.0,0.48,0,0,-0.32,0.18,0.84,MARRIED,mature
